"scientificName","rank","verbatimName","vernacularName","sourceDatasetName","sourceDatasetID","datasetSource","sourceDatasetCitation","sourceDataCurrency","sourceLicense","sourceRightsHolder","migratorySpecies","SPrATSpeciesProfiles","specifiedPopulation(EPBC Act)","CMSAppendix","CMSAgreementsAndMemorandaOfUnderstanding","populationNames","recordCurator","recordRightsHolder","recordAccessRights","recordType","recordLanguage","recordLicense","recordBibliographicCitation","recordCreated","recordModified","recordDatasetName"
"Macronectes giganteus","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","ACAP","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Macronectes halli","species","Northern Giant Petrel","","EPBC Act Migratory Species List","ARGA:TL:0000106","http://www.environment.gov.au/cgi-bin/sprat/public/publicshowmigratory.pl","Department of the Environment (2023). SPRAT EPBC Migratory List in Species Profile and Threats Database, Department of the Environment, Canberra. Available from: http://www.environment.gov.au/sprat. Accessed 2023-12-11.","Mon Dec 11 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 3.0","Commonwealth of Australia","true","Macronectes halli","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Fri Sep 29 2023 13:11:50 GMT+1000 (Australian Eastern Standard Time)","11 Deember 2023","ARGA Migratory Species"
"Macronectes halli","species","Northern Giant Petrel","","Bonn Convention (CMS) listings according to the EPBC Act","ARGA:TL:0000110","http://www.environment.gov.au/cgi-bin/sprat/public/publicshowmigratory.pl","Department of the Environment (2023). SPRAT EPBC Migratory List in Species Profile and Threats Database, Department of the Environment, Canberra. Available from: http://www.environment.gov.au/sprat. Accessed 2023-12-11.","Mon Dec 11 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 3.0","Commonwealth of Australia","true","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Fri Sep 29 2023 13:40:38 GMT+1000 (Australian Eastern Standard Time)","11 Deember 2023","ARGA Migratory Species"
"Macronectes halli","species","Northern Giant Petrel","","Agreement on the Conservation of Albatrosses and Petrels (ACAP) Annex I","ARGA:TL:0000111","https://www.acap.aq/resources/acap-species","Agreement on the Conservation of Albatrosses and Petrels (2020). Albatross and petrel species to which the agreement applies. Accessed at: https://www.acap.aq/resources/acap-species/307-acap-species-list/file, 11 December, 2023.","Mon Dec 11 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","ACAP","true","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Fri Sep 29 2023 13:51:09 GMT+1000 (Australian Eastern Standard Time)","Mon Dec 11 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Macronectes halli","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","ACAP","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Macronectes halli","SPECIES","Macronectes halli","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Manta alfredi","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","Sharks","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Manta alfredi","SPECIES","Manta alfredi","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","I (endangered migratory species)/II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Manta birostris","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","Sharks","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Manta birostris","SPECIES","Manta birostris","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","I (endangered migratory species)/II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Mareca americana","SPECIES","Anatidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Mareca falcata","SPECIES","Anatidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Mareca penelope","SPECIES","Anatidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Mareca penelope","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","AEWA","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Mareca sibilatrix","SPECIES","Anatidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Mareca strepera","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","AEWA","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Mareca strepera","SPECIES","Anatidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Marmaronetta angustirostris","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","AEWA","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Marmaronetta angustirostris","SPECIES","Anatidae spp.,Marmaronetta angustirostris","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","I (endangered migratory species)/II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Megabyas flammulatus","SPECIES","Vangidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Megaptera novaeangliae","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","Pacific Islands Cetaceans","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Megaptera novaeangliae","SPECIES","","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","","ACCOBAMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Megaptera novaeangliae","SPECIES","Megaptera novaeangliae","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","I (endangered migratory species)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Megaptera novaeangliae","species","Humpback Whale","","EPBC Act Migratory Species List","ARGA:TL:0000106","http://www.environment.gov.au/cgi-bin/sprat/public/publicshowmigratory.pl","Department of the Environment (2023). SPRAT EPBC Migratory List in Species Profile and Threats Database, Department of the Environment, Canberra. Available from: http://www.environment.gov.au/sprat. Accessed 2023-12-11.","Mon Dec 11 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 3.0","Commonwealth of Australia","true","Megaptera novaeangliae","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Fri Sep 29 2023 13:11:50 GMT+1000 (Australian Eastern Standard Time)","11 Deember 2023","ARGA Migratory Species"
"Megaptera novaeangliae","species","Humpback Whale","","Bonn Convention (CMS) listings according to the EPBC Act","ARGA:TL:0000110","http://www.environment.gov.au/cgi-bin/sprat/public/publicshowmigratory.pl","Department of the Environment (2023). SPRAT EPBC Migratory List in Species Profile and Threats Database, Department of the Environment, Canberra. Available from: http://www.environment.gov.au/sprat. Accessed 2023-12-11.","Mon Dec 11 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 3.0","Commonwealth of Australia","true","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Fri Sep 29 2023 13:40:38 GMT+1000 (Australian Eastern Standard Time)","11 Deember 2023","ARGA Migratory Species"
"Melaenornis silens","SPECIES","Muscicapidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
"Melanitta americana","SPECIES","Anatidae spp.","","Species listed in the Convention on the Conservation of Migratory Species of Wild Animals (CMS), and/or related agreements and MoUs","ARGA:TL:0000112","https://speciesplus.net/species","UNEP (2024). The Species+ Website. Nairobi, Kenya. Compiled by UNEP-WCMC, Cambridge, UK. Available at: www.speciesplus.net. [Accessed 21/02/2024].","Wed Feb 21 2024 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","UNEP","true","","","II (migratory species conserved through agreements)","CMS","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Wed Feb 21 2024 07:16:45 GMT+1000 (Australian Eastern Standard Time)","Wed Feb 21 2024 07:23:14 GMT+1000 (Australian Eastern Standard Time)","ARGA Migratory Species"
