"scientificName","canonicalName_curated","rank_verbatim","verbatimName","vernacularName_fromSource","sourceDatasetName","sourceDatasetID","datasetSource","datasetCitation","dataCurrency","sourceLicense","sourceRightsHolder","Commercial sector","Agricultural industry","Vernacular group","Commercial and trade fisheries","Managed fisheries","CAAB_Code","wildStatus","exoticStatus","omnivore","carnivore","herbivore","herbivoreGutType","cryoconservationStatus","local","detailedLocal","regional","international","cropType","livestockType","recordCurator","recordCuratorID","recordRightsHolder","recordAccessRights","recordType","recordLanguage","recordLicense","recordBibliographicCitation","recordCreated","recordModified","recordDatasetName"
"Acacia galpinii","Acacia galpinii","species","Acacia galpinii Burtt Davy","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia holosericea","Acacia holosericea","species","Acacia holosericea G.Don","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia leptocarpa","Acacia leptocarpa","species","Acacia leptocarpa Benth.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia mangium","Acacia mangium","species","Acacia mangium Willd.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia mearnsii","Acacia mearnsii","species","Acacia mearnsii De Wild.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia melanoxylon","Acacia melanoxylon","species","Acacia melanoxylon R.Br.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia nilotica","Acacia nilotica","species","Acacia nilotica (L.) Delile","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia saligna","Acacia saligna","species","Acacia saligna (Labill.) Wendl.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia senegal","Acacia senegal","species","Acacia senegal (L.) Willd.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acacia sieberiana","Acacia sieberiana","species","Acacia sieberiana DC.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acanthistius","Acanthistius","genus","Acanthistius spp.","Wirrah","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","","","37 311912","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acanthocybium solandri","Acanthocybium solandri","species","Acanthocybium solandri","Wahoo","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","","","37 441024","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acanthopagrus australis","Acanthopagrus australis","species","Acanthopagrus australis","Yellowfin Bream","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","","","37 353004","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acanthopagrus butcheri","Acanthopagrus butcheri","species","Acanthopagrus butcheri","Black Bream","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","","","37 353003","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acanthopagrus pacificus","Acanthopagrus pacificus","species","Acanthopagrus pacificus","Pikey Bream","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","","","37 353011","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acanthuridae","Acanthuridae","family","Acanthuridae","Surgeonfish","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","","","37 437900","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acer campestre","Acer campestre","species","Acer campestre L.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Acer circinatum","Acer circinatum","species","Acer circinatum Pursh","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
